4.745520981136088778e-01,1.369886861301150560e-02,5.888431841501090558e-01,6.484274037976304195e-01
2.631444697381080111e-02,4.661107946807520053e-01,4.683715582789116372e-01,2.452132548490170150e-01
2.354772919465020209e-02,7.097968956765845494e-01,9.630983295800942257e-01,5.675711176857889395e-01
1.219556810900090937e-01,6.475946340729417106e-01,7.288710195731159525e-01,3.119025792832211819e-01
9.009962354939053952e-01,8.077386362006970799e-01,1.539162566120396702e-01,8.953535607717924005e-01
6.641822793897571575e-01,6.344140578861192648e-01,1.938666157439303817e-01,4.688268673646348583e-01
6.294542033793790736e-01,5.541117893140189432e-01,7.843407474545520675e-01,8.333875006734968727e-01
6.316345686034768869e-01,3.764689505537708314e-01,5.057763336178704439e-01,3.205797386121487236e-01
3.022042191080953621e-02,8.005463141062844068e-01,7.766005540508831295e-01,1.404001677560118289e-02
2.374608799184152463e-02,1.453024166392000716e-01,1.266985412976766590e-01,8.908053801982859232e-01
2.522046606774408506e-01,3.657547465846890944e-01,6.855608398748987975e-01,3.955350596953429720e-01
3.316236726690411363e-01,1.415435629665712236e-01,3.258056924903596219e-02,1.660840228978804900e-01
5.969483888387838721e-02,7.783978226721978144e-01,6.973210861198535504e-01,3.629559806117961251e-01
5.445405754985737090e-01,1.457441111923021282e-01,4.473181181228202963e-01,9.508709880856527352e-01
7.931225068873466455e-01,5.208536200456417298e-01,7.162097427282865247e-02,5.882798361270228371e-01
3.828308917120366583e-01,6.131693966865767731e-01,6.057663801382844326e-01,6.450402192932455092e-01
8.883182848486571581e-01,1.637850144109357364e-01,6.782649754452553248e-01,4.412866607382016637e-01
9.231695209772148303e-01,1.387343761407954235e-01,5.391802292849021683e-01,6.735855439491358343e-01
7.123959692586638859e-01,8.432593151580423108e-01,7.028762421243208713e-01,8.913190624228101155e-01
6.166762640229077608e-01,1.093362347290394165e-02,3.142826528445786805e-01,2.046195463535498416e-01
6.441592547748716813e-01,9.678746273958440671e-01,7.850972934951699900e-01,8.577228729136042729e-01
3.220456918974631266e-01,2.327063274521048442e-01,8.775774308343795571e-01,8.180835256087914953e-02
9.980062367834929837e-01,9.704638024431657684e-01,8.668606082151046888e-01,4.354916244475701692e-01
7.059062671435656355e-01,6.580298439818359491e-01,9.058837674146609231e-01,8.390447807163340377e-01
8.933399337759121428e-01,2.811366620761599489e-01,6.184349574916787606e-01,4.198479303660940243e-02
8.824706856404981314e-01,1.176159600014987650e-01,4.042189139466784153e-01,6.625190283529880375e-01
6.993310330043774892e-01,7.028441294918965632e-01,5.859158645013734512e-01,8.843859064959374017e-01
1.543399108646795748e-01,4.651819595345269009e-01,9.504630594491877416e-01,9.639986525539406825e-01
3.648632808752683143e-01,1.131094543747742653e-01,7.176357181368320237e-02,3.419135840962048700e-01
2.518098123010658052e-01,3.946425915892184388e-01,8.934521989701225131e-01,6.851548703006341556e-01
9.741458963187132891e-01,8.550965342580292283e-01,5.195997121194227963e-01,2.591257802197024507e-01
4.233526450453511947e-01,3.160712903067482982e-01,4.003587325254597262e-01,1.518455717367723778e-01
5.497858238796781150e-01,7.029251937851965781e-02,6.263451951255226691e-01,6.413896461299666285e-01
1.485785411370763587e-01,9.495655468930563892e-02,3.679578632937119398e-01,6.364844734209282873e-01
9.984072805431483122e-01,1.132985250338616190e-01,7.695477971801276684e-01,2.064644696881804409e-01
5.608276652797946626e-01,9.386417420206100148e-01,2.795414097481252469e-02,2.358045902369876323e-02
6.403543957791988372e-01,4.618400190208573619e-01,5.639458315320816650e-01,2.931648486660143327e-02
3.592397997508246510e-01,6.672461502286163304e-01,5.121330073017348328e-01,5.503436485095390962e-01
1.726469539092962968e-01,5.087587457323637929e-01,2.303423583148223042e-02,3.634795921301481325e-01
3.308707282819541851e-01,2.979974244747071177e-01,1.462877399188886596e-01,1.887858347396332848e-01
3.676412651711241653e-01,4.564271303465007312e-01,4.916619575623628613e-01,5.803604221957298082e-01
9.326397877320884433e-01,8.693052764412945166e-01,8.368854986578176947e-01,2.116855389035757762e-01
4.257148653067688304e-02,4.427871725568542915e-01,4.154794294092052365e-01,8.487021189023731260e-01
2.346188556381715307e-01,5.156566037680648806e-01,8.444430924103835112e-01,8.057427869099668127e-01
4.065277111294332002e-01,2.693799066085510452e-01,7.382195602083794217e-01,3.502262505688147343e-02
7.401294918733147821e-02,3.753264185599586300e-01,8.065635876484493760e-01,7.191800877215108745e-01
3.816967736136499534e-01,6.163966354837238093e-01,3.439609079894782040e-01,9.011122601524097497e-01
4.270812118164273308e-01,5.252162581440288358e-01,4.846779400184553221e-02,8.143715991428146506e-02
8.336602433676757462e-01,4.907482391623525508e-01,1.919019997031994329e-01,9.511573745427066573e-01
9.969579513162667439e-01,9.210869680278509497e-01,4.336645352839028078e-01,9.025879993576294558e-01
9.274828305204139145e-01,7.952993555340036602e-01,8.415519751400565296e-01,4.642937678454517325e-02
8.357689555663877501e-01,5.375526638021342896e-01,6.373582707389572333e-01,7.965719760943189565e-01
8.250635223293851794e-01,1.097198868452305964e-01,6.973908107241080234e-01,3.120147010510727625e-01
8.058111945964976375e-01,4.246478603260228635e-02,4.065757948935897481e-01,8.666567705982978209e-01
6.181147276685974301e-01,8.712502460817260763e-01,1.354786778881641451e-01,4.350153849946557516e-01
5.326647992286365207e-01,9.924919762440354010e-01,8.128074823354523026e-01,9.366533012446459638e-01
4.014855646685150381e-01,4.902941691266349267e-01,3.078877050118932202e-01,5.822221038650522429e-01
